"property_id","price"
"d56159653f5d2abc5ed5acd7",434307893.139333
"45550aa81c0151f1fd9fd8fe",786991668.581333
"735deef3382aa15930482f3e",626858311.33
"0dd49fa8bb7be52b851c6dc9",490614484.047
"7d3220a91e78f8bc2924d1cd",1078391033.71067
"d3054072b2175deec2c1f8dc",411451992.582476
"b7574b06d593fca4eac59815",407027939.094476
"79e822115c5c1a4531366001",383670182.4
"d3ed5316a463d38c1bd321d0",640010765.379333
"2f1880c9b8f7ac2715e1236d",776899232
"dcca1c7f109175760ff531c6",779983254
"dfc4f3facf91bbd93ee0fa4d",410337940.375
"30e134a6cbe61d7954d0f56b",365960069.41581
"385fee7bd9ad7722d45dd034",391161779.060667
"87199c236bf22903d1aafdd0",423899407.572667
"19e19ad0cd6b5e84d8aa970e",410905474.952381
"907f968e78d748fde69dd44f",691386266.666667
"be094e5db0f784e3aa013aae",449291772.164667
"7ab96f83915bc84f8c03c1bd",405095615.13381
"07f4aa9b9ff5b0b05d31e6c0",836149438.556
"e9be8cd37abed8ab510ba1f5",688583234.053333
"5f6ad58df27b562db077b5ce",636523908.978667
"ee96d947484aaace40f9b77f",565871048.078
"15c4aef8401208054697b81e",838705091.331333
"22d6cb11333f2839b8112b89",897158709.014
"288c09c33907dadbae495c11",840007766.666667
"f71d2bca0c5fe2720a1544c4",382311751.011111
"451744cf3ce55a98db8a3562",421926752
"fba9ae05a6a8a9e0c6268a9f",463163408.775556
"1338e58f7dcebf5a1ea59388",379398798.708286
"a817e8da0ada143ac87277ee",378350187.557905
"46d8bb3e9a0ca584d3c7a317",536676814.866
"b2506aa9463aebf01e1e00ca",447143508.074667
"7ec025b9b6e6f33bf65af41b",391624736.75197
"2ff531e27672ecd2362eed55",604175558.355377
"9b3cf0d1b91b9c6a2a887647",460025375.717123
"7db5291ce4602d9b2b266872",408096139.424667
"65d5918e826c33bb950fc008",613957583.104444
"395c34e4b8f52cbdb0522459",558236087.951905
"855f4b67d2bd6d18fd03d8e7",484584563.201795
"9ff06409b37e5b5dece4604a",503239236.050388
"0508cd7bd2c77ebb6fea1e56",455406582.611111
"b45fff2e718e54772d46a3fd",557476069.364889
"cf4d2297b73dbc357d21e31b",475181411.235731
"0ada7044c5b29925abc90879",653669515.619048
"6305f02255274ab5fb6bd39c",719123394.727538
"d9a94194ae1350512beff3e6",662115978.095238
"e3896296cb80d50d9ad3f903",675278172.095238
"6514f355887c64136edb5595",859504275.904
"f03400cc18e12903b3ffbe5a",516519881.498095
"4e134600155a64783b3f8c3e",636472116.831333
"d63ebc63c82fbf66d8b6ffd3",634219156.362667
"1bd64811bd59706844230198",590867864.666667
"a83921284639eedd4a511cb6",568064197.774667
"a2f3f7a1cd573e2a33f52e2d",828218209.817429
"47344a66471fa51f61c64652",724167505.923078
"78fd849c9429091347d7e5c9",545090160.524557
"c3daf2abea55af99c9579319",725859808.113983
"52864916eb1984abca41ec66",898954645.223667
"c62494a9d7aede44f2f84023",878513100.484
"a2b576643f7a032371587e5e",919984133.333333
"e53bc68f0e97ccead24f3e56",473338350.181846
"fd82c710aad91bc90af490fe",662008800.251467
"d436abc2ee37ba3dd561e940",892188293.720667
"216a598114a403676011cb51",493871038.384265
"ea230d5eccd2b687888173bb",396562702.097333
"18bd0dd7580f2a7cb19a90b9",381829952.614
"b143c8ca6d334f6a73c3f2a0",391811402.053333
"ab388cb4fa511968783bafee",412798247.346
"6a4f08cd04d558a56af732d9",428194460
"7216c895aa047c4f405c4941",428300493.6292
"a493488dcd906dc74cf8a604",660092120.761905
"7844b0b2bc65dced90a355c6",477732016.264706
"c1976383069b6b82ab29d092",435849043.2
"e5cfd99e2308b7b73581dbdc",470458818.6709
"c18c2ea88f4ac53970b53d2c",464697319.6
"842c9f0e4edf1e5a672ce15e",492970843.200667
"7dd1e46dcbddc6bf5ef694de",389708875.5
"6cc4f32b39180bd1ec7e117b",455993297.309238
"79e643789a85dc4ffad49a25",704560323.408
"b3402a9173d289d6db78e09d",673685186.041905
"a446507813234e358db8b573",483261205.798
"c8ef57ddfb35061d1876f94e",536852473.402571
"360be0df2c003005e3db080e",1081495780.02933
"9ab245a4c91877cb7a8661ce",1143972192
"a57a34c7486e7a40e8deb316",640712958.490312
"ceba7d0f56f6cb03538962fb",591742664.857143
"d5475993f9db58c3e4baf7a3",855227924.734
"d37a1dda09e30da13ff5bfc3",723563756.684205
"68a8b8d077a8232723bf37e9",650052044.978667
"e1eea7716ca6490b7640717a",652629376.67217
"4ae6d75b10848d259ecba576",643272064.761905
"17afbce5c0b56732abbea936",640113370.21645
"84a2673eccd3cf3bd7fd3eb0",898954645.223667
"f2f4e6cbafe527b155707f01",902514636.349333
"de2e3a592cda5b76c9573c5c",873570719.333333
"fac651cf404a58f24dc7d286",1286029102.66667
"e6f312a0877af26b69855a3d",1224884857.33333
"333a643c623a9bc75f3a40f2",1261065648.66667
"64593641e470908ef23b46cb",951668618.666667
"ce9f2f0071be658ae75ca6f9",919984133.333333
"9ab385e399a4673732b6a799",734856629.727429
"3429c774b736cefc051e2c55",445955200.617587
"a51ad0372758b2bbfe73f8fd",505691959.381195
"8c801a266256e3fbabe7e3d2",702075820.510667
"ca2f81b8fb6fda20aefb0ccb",830808912.888889
"3c1b1f86087f9b99380e387c",573846627.376623
"b0cad5d612954b8cab18101c",882941466.399333
"7eb991f4c69215377e4dac8f",670702526.257538
"0d130b8bea4321300396fa34",1087805648.696
"8dfa059401e1dca80ae65ae1",991985213.333333
"3e3f264cd0ac7a65ed2349a2",640712958.490312
"112dce80bf512f3f24391d23",418456175.665333
"ff25ded6333278149f8fb68f",943143660.666667
"d555b82c192794e87e9d536f",970218062.666667
"a787382d96ef9fce8f27bc70",685194668.582889
"8c3aa295f7bcfd9a43eb2037",695181493.474768
"13ac95652fb3cf6c43dafc66",440892651.46
"42fc6a80b882c32f6264ac10",358207060.798
"1e9c53e09220d689a0210ab9",370083572.153333
"3348706086aa3db5c92259c3",388885041.984962
"66d402a9b7d05f29282ddb00",411541375.642667
"cf88be51d6f31c10e5868ff7",408773574.09444
"30b3f38716be209a894b0942",427416115.847619
"0a5908a92d0ba3e36f54b1f3",481195832.476191
"dd206b6ea2d7f6555109ea39",456196000.078229
"c641febd8bc2ece3e4d2d8b6",607066283.898
"c11fdc02a288af0572a2bca1",741895642.425333
"35dc60a65969b264ab283d6d",516243358.821818
"d9cb0f637cd4feaaaf8a21c0",814661794.678667
"7e8dfae9a5f1faf8afa706f7",371718412.781619
"a280fe7610c254b935c9dcfc",383509788.110667
"85524880fdc4e4daf90e96fd",462877119.56254
"f361109d06f6609c16724b39",613957583.104444
"3f6b2f0c0876c21755369cb6",719123394.727538
"de26819064a290ce78d8fcc1",541066343.009111
"91be1260a84ab7fa3521c495",654800479.990196
"18c8dc4549d38c918af2972e",685771631.454444
"782b0fb8641849c2c34291e6",384502111.212
"54933f8b33a4fd6f031ed5be",656679333.037524
"953176c9a901b4f61c030432",677575811.333333
"357e2add3d68167a4f3ce15e",624895450.529734
"90332d50e91925eb9b614bef",625293166.428571
"11723d1d472bf1a3fdd8b72c",860985630.702667
"01f8b6799e2910f7769db175",730083216
"a0d5001f7dd42d7f0c91d2a9",567486590.866563
"d4439c35bcb88e1490916c67",643849328.07619
"4a73dad0ff8a5262e8b07c4b",862469128.746667
"3dd8085a65f24b497ea59557",880775530.476191
"39ef085809bc80e32e7b6af6",807121294.666667
"b98ee16e8fd7d1c75a9da13c",861285584.058
"16deb26bf740fa61e258f545",1104705235.22
"732a3bd457d7798e1fd892f6",713345927.023905
"1376058cb128a1c7729cd2e9",824514173.459965
"cac7e7c3e13af91bdc7107e8",829351905.484167
"9f3dfa6e1422f6aeac527c61",532742294.8545
"4dd3d1288ccb66ee4fb9c097",944289533.817333
"15fb97d6a43731d61e95d004",597149158.2
"dac29573163315edf99e0e7a",574764161.758
"b93f2864087d41c3c92d43c3",596920713.333333
"cd4656aed92f5c0a0b6b7c0c",596920713.333333
"556210496090b42ac10cf1b8",919984133.333333
"762979729fb21e56a32ed14e",919984133.333333
"ea935b76abe664d5e2c4736f",613957583.104444
"40e9ef1e7c6749b7a8d04ea9",564769247.590667
"058265732a484ac8d5497f5c",427902972.48689
"6f52ea8340cdd283f9a79720",471518120.935421
"cafe7c1ee67458e05c84d5fb",719123394.727538
"3f45ed2f08a2b03b738fbb5e",655265641.904762
"f203b18854b75c4564d7a17d",718592492.562286
"d5333f639d11bc3ab073ed72",493645443.014667
"c14f644116669a160446a945",357135074.657333
"de585856ff546e00a5a4672e",493353000.54703
"7a80663cae7c191b5d025fa0",422156793.117333
"71f80198e68fbba902650b1a",398375936
"f3523e0626df8cea803ead0f",495539136.666667
"619abd5f978b1573761be86d",829516129.4
"17a2323b855e93533a9f09f2",519228845.681333
"38e8630f2c05ea38e2257c21",531388364.812667
"1e3798d739f85ee0e5a314ca",452620245.921569
"46d0544f411bbfb6b452858c",742113383.710667
"605e7a71eecb13b23ffca0c1",415191904.108
"7515b37b7ae7c62f3dafbe7d",545835262.761905
"28be121ada9c9303be802474",597671394
"331d54f8a1bd3dabce73d6d9",783299986.766
"22d167639ccaace593dffa31",559902830.746095
"36cd68fc3ffab79fcaa340ab",558572911.479333
"db924733e88c361cdfab874a",631410232.002
"64eea2e9a13a8edfe8ac7027",866893004.638
"97fe6eeed892111bfa20255b",817853275.190667
"b54e6757829ac95e2076d954",532109417.731255
"dd59b8122458557041903207",597542012.393333
"b35c58fc1c05a77433025318",963829586.666667
"c41964afa164d8b75f8dbe92",511090813.362567
"96b3ea80cce599b68f96f86e",485092280
"a4bc87ad4f1ad97c0a63d843",1029561984.82067
"16e62269e6aa2ea052d05f71",878367641.102667
"518b37b51f824fa0fb5075d3",1125492613.33333
"e083d83369cbc93fb94842a1",846095533.333333
"57deff02895d5286eda10d89",647618531.117333
"7ed35835fbe694bc237abe38",654526200
"b48efa9ddf36e85164354f26",741771226.666667
"5910c9b29a1025bada93a5e1",1013312929.95667
"10a650e8cb5425c97f08f68a",671325687.288
"9e0feca2ec3043ae6f840631",1166075385.496
"35ce37bbecac6b164fa21e6c",690130055.402667
"c4955010d066e013812a85ea",1010209598
"d5a83c31bec18d1c3eb9af7d",682526083.333333
"70217bd08583854329722821",1026111476.988
"28e748e7aa0a447731e06706",603895866.272
"27929c0a3e0fd2d6d2969e03",510285467.553333
"5c5ea0d8bae75e0a5c88414f",986512866.666667
"2233f50cf7b04791cf1ddeaa",689931090.664667
"bf430621f17dcaf17fb91ac7",597451559.998
"d8dc9de06461e0220bc55906",576224705.112
"d988975f8c4e6ee8fd8dc1e1",1043796591.132
"bab884e0f99df269805e83a4",840511190
"8fa9b20af1508af7a01e2267",1079060320
"b6f195d44ddbe10b78b97191",446260751.409524
"2ab0eeac4a228d5769fb4365",481916806.408222
"347a4deda03bfdde6d1c163d",438514547.941223
"17230f18b30b94606fea047d",372421792.666667
"eab4ae491bbbe7b8ab107229",625585791.000445
"07c753474a847bf2bccd55b7",535395491.538825
"b7ce05400f0261743073e072",681162430.028196
